date_time,Raw Demand (MW),Forecasted Demand (MW),Classification,Cleaned Demand (MW)
20150724T10Z,5002,5021,OKAY,5002
20150724T11Z,4932,4981,OKAY,4932
20150724T12Z,5017,5056,OKAY,5017
20150724T13Z,5166,5273,OKAY,5166
20150724T14Z,5549,5612,OKAY,5549
20150724T15Z,5881,5927,OKAY,5881
20150724T16Z,6106,6133,OKAY,6106
20150724T17Z,6286,6267,OKAY,6286
20150724T18Z,6406,6358,OKAY,6406
20150724T19Z,6490,6415,OKAY,6490
20150724T20Z,6535,6488,OKAY,6535
20150724T21Z,6646,6545,OKAY,6646
20150724T22Z,6697,6595,OKAY,6697
20150724T23Z,6736,6615,OKAY,6736
20150725T00Z,6795,6638,OKAY,6795
20150725T01Z,6811,6630,OKAY,6811
20150725T02Z,6727,6549,OKAY,6727
20150725T03Z,6549,6399,OKAY,6549
20150725T04Z,6413,6316,OKAY,6413
20150725T05Z,6355,6295,OKAY,6355
20150725T06Z,5993,5999,OKAY,5993
20150725T07Z,5572,5585,OKAY,5572
20150725T08Z,5325,5269,OKAY,5325
20150725T09Z,5107,5066,OKAY,5107
20150725T10Z,4977,4929,OKAY,4977
20150725T11Z,4896,4867,OKAY,4896
20150725T12Z,4884,4855,OKAY,4884
20150725T13Z,4949,4870,OKAY,4949
20150725T14Z,5094,4926,OKAY,5094
20150725T15Z,5363,5212,OKAY,5363
20150725T16Z,5672,5632,OKAY,5672
20150725T17Z,5920,5910,OKAY,5920
20150725T18Z,6056,6045,OKAY,6056
20150725T19Z,6109,6081,OKAY,6109
20150725T20Z,6133,6090,OKAY,6133
20150725T21Z,6127,6067,OKAY,6127
20150725T22Z,6102,6048,OKAY,6102
20150725T23Z,6077,6053,OKAY,6077
20150726T00Z,6054,6084,OKAY,6054
20150726T01Z,6080,6107,OKAY,6080
20150726T02Z,6044,6055,OKAY,6044
20150726T03Z,5970,5955,OKAY,5970
20150726T04Z,5934,5907,OKAY,5934
20150726T05Z,5905,5916,OKAY,5905
20150726T06Z,5612,5677,OKAY,5612
20150726T07Z,5265,5333,OKAY,5265
20150726T08Z,4984,5039,OKAY,4984
20150726T09Z,4678,4880,OKAY,4678
20150726T10Z,4562,4781,OKAY,4562
20150726T11Z,4487,4732,OKAY,4487
20150726T12Z,4476,4721,OKAY,4476
20150726T13Z,4521,4721,OKAY,4521
20150726T14Z,4769,4752,OKAY,4769
20150726T15Z,5019,5028,OKAY,5019
20150726T16Z,5334,5459,OKAY,5334
20150726T17Z,5526,5750,OKAY,5526
20150726T18Z,5663,5888,OKAY,5663
20150726T19Z,5708,5938,OKAY,5708
20150726T20Z,5768,5975,OKAY,5768
20150726T21Z,5783,5962,OKAY,5783
20150726T22Z,5806,5941,OKAY,5806
20150726T23Z,5868,5940,OKAY,5868
20150727T00Z,5974,5988,OKAY,5974
20150727T01Z,6015,6051,OKAY,6015
20150727T02Z,6030,6060,OKAY,6030
20150727T03Z,5964,6025,OKAY,5964
20150727T04Z,5935,5999,OKAY,5935
20150727T05Z,5892,5956,OKAY,5892
20150727T06Z,5537,5635,OKAY,5537
20150727T07Z,5188,5256,OKAY,5188
20150727T08Z,4868,4949,OKAY,4868
20150727T09Z,4690,4701,OKAY,4690
20150727T10Z,4639,4609,OKAY,4639
20150727T11Z,4609,4611,OKAY,4609
20150727T12Z,4784,4733,OKAY,4784
20150727T13Z,5060,5025,OKAY,5060
20150727T14Z,5476,5461,OKAY,5476
20150727T15Z,5782,5811,OKAY,5782
20150727T16Z,5978,5997,OKAY,5978
20150727T17Z,6080,6122,OKAY,6080
20150727T18Z,6206,6228,OKAY,6206
20150727T19Z,6257,6279,OKAY,6257
20150727T20Z,6342,6347,OKAY,6342
20150727T21Z,6400,6372,OKAY,6400
20150727T22Z,6464,6380,OKAY,6464
20150727T23Z,6422,6388,OKAY,6422
20150728T00Z,6502,6423,OKAY,6502
20150728T01Z,6583,6493,OKAY,6583
20150728T02Z,6610,6499,OKAY,6610
20150728T03Z,6532,6431,OKAY,6532
